3.750000e+00 9.999999e-01 -5.715613e-01
3.875000e+00 1.000000e+00 -6.694048e-01
4.000000e+00 1.000000e+00 -7.568025e-01
4.125000e+00 1.000000e+00 -8.323905e-01
4.250000e+00 1.000000e+00 -8.949894e-01
4.375000e+00 1.000000e+00 -9.436222e-01
4.500000e+00 1.000000e+00 -9.775301e-01
4.625000e+00 1.000000e+00 -9.961840e-01
4.750000e+00 1.000000e+00 -9.992928e-01
4.875000e+00 1.000000e+00 -9.868079e-01
5.000000e+00 1.000000e+00 -9.589243e-01
5.125000e+00 1.000000e+00 -9.160769e-01
5.250000e+00 1.000000e+00 -8.589345e-01
5.375000e+00 1.000000e+00 -7.883887e-01
5.500000e+00 1.000000e+00 -7.055403e-01
5.625000e+00 1.000000e+00 -6.116822e-01
5.750000e+00 1.000000e+00 -5.082791e-01
5.875000e+00 1.000000e+00 -3.969444e-01
6.000000e+00 1.000000e+00 -2.794155e-01
6.125000e+00 1.000000e+00 -1.575264e-01
6.250000e+00 1.000000e+00 -3.317922e-02
6.375000e+00 1.000000e+00 9.168575e-02
6.500000e+00 1.000000e+00 2.151200e-01
6.625000e+00 1.000000e+00 3.351974e-01
6.750000e+00 1.000000e+00 4.500441e-01
6.875000e+00 1.000000e+00 5.578680e-01
7.000000e+00 1.000000e+00 6.569866e-01
7.125000e+00 1.000000e+00 7.458531e-01
7.250000e+00 1.000000e+00 8.230809e-01
7.375000e+00 1.000000e+00 8.874647e-01
7.500000e+00 1.000000e+00 9.380000e-01
7.625000e+00 1.000000e+00 9.738981e-01
7.750000e+00 1.000000e+00 9.945988e-01
7.875000e+00 1.000000e+00 9.997791e-01
8.000000e+00 1.000000e+00 9.893582e-01
8.125000e+00 1.000000e+00 9.634988e-01
8.250000e+00 1.000000e+00 9.226042e-01
8.375000e+00 1.000000e+00 8.673127e-01
8.500000e+00 1.000000e+00 7.984871e-01
8.625000e+00 1.000000e+00 7.172014e-01
8.750000e+00 1.000000e+00 6.247240e-01
8.875000e+00 1.000000e+00 5.224979e-01
9.000000e+00 1.000000e+00 4.121185e-01
9.125000e+00 1.000000e+00 2.953081e-01
9.250000e+00 1.000000e+00 1.738895e-01
9.375000e+00 1.000000e+00 4.975741e-02
9.500000e+00 1.000000e+00 -7.515112e-02
9.625000e+00 1.000000e+00 -1.988869e-01
9.750000e+00 1.000000e+00 -3.195192e-01
9.875000e+00 1.000000e+00 -4.351655e-01
1.000000e+01 1.000000e+00 -5.440211e-01
