-2.000000e+00 -9.953223e-01 -9.092974e-01
-1.875000e+00 -9.919901e-01 -9.540858e-01
-1.750000e+00 -9.866717e-01 -9.839859e-01
-1.625000e+00 -9.784437e-01 -9.985313e-01
-1.500000e+00 -9.661051e-01 -9.974950e-01
-1.375000e+00 -9.481701e-01 -9.808931e-01
-1.250000e+00 -9.229001e-01 -9.489846e-01
-1.125000e+00 -8.883882e-01 -9.022676e-01
-1.000000e+00 -8.427008e-01 -8.414710e-01
-8.750000e-01 -7.840751e-01 -7.675435e-01
-7.500000e-01 -7.111556e-01 -6.816388e-01
-6.250000e-01 -6.232409e-01 -5.850973e-01
-5.000000e-01 -5.204999e-01 -4.794255e-01
-3.750000e-01 -4.041169e-01 -3.662725e-01
-2.500000e-01 -2.763264e-01 -2.474040e-01
-1.250000e-01 -1.403162e-01 -1.246747e-01
0.000000e+00 0.000000e+00 0.000000e+00
1.250000e-01 1.403162e-01 1.246747e-01
2.500000e-01 2.763264e-01 2.474040e-01
3.750000e-01 4.041169e-01 3.662725e-01
5.000000e-01 5.204999e-01 4.794255e-01
6.250000e-01 6.232409e-01 5.850973e-01
7.500000e-01 7.111556e-01 6.816388e-01
8.750000e-01 7.840751e-01 7.675435e-01
1.000000e+00 8.427008e-01 8.414710e-01
1.125000e+00 8.883882e-01 9.022676e-01
1.250000e+00 9.229001e-01 9.489846e-01
1.375000e+00 9.481701e-01 9.808931e-01
1.500000e+00 9.661051e-01 9.974950e-01
1.625000e+00 9.784437e-01 9.985313e-01
1.750000e+00 9.866717e-01 9.839859e-01
1.875000e+00 9.919901e-01 9.540858e-01
2.000000e+00 9.953223e-01 9.092974e-01


0.000000e+00 0.000000e+00 0.000000e+00
1.250000e-01 1.403162e-01 1.246747e-01
2.500000e-01 2.763264e-01 2.474040e-01
3.750000e-01 4.041169e-01 3.662725e-01
5.000000e-01 5.204999e-01 4.794255e-01
6.250000e-01 6.232409e-01 5.850973e-01
7.500000e-01 7.111556e-01 6.816388e-01
8.750000e-01 7.840751e-01 7.675435e-01
1.000000e+00 8.427008e-01 8.414710e-01
1.125000e+00 8.883882e-01 9.022676e-01
1.250000e+00 9.229001e-01 9.489846e-01
1.375000e+00 9.481701e-01 9.808931e-01
1.500000e+00 9.661051e-01 9.974950e-01
1.625000e+00 9.784437e-01 9.985313e-01
1.750000e+00 9.866717e-01 9.839859e-01
1.875000e+00 9.919901e-01 9.540858e-01
2.000000e+00 9.953223e-01 9.092974e-01
2.125000e+00 9.973460e-01 8.503198e-01
2.250000e+00 9.985373e-01 7.780732e-01
2.375000e+00 9.992171e-01 6.936850e-01
2.500000e+00 9.995930e-01 5.984721e-01
2.625000e+00 9.997946e-01 4.939203e-01
2.750000e+00 9.998994e-01 3.816610e-01
2.875000e+00 9.999521e-01 2.634460e-01
3.000000e+00 9.999779e-01 1.411200e-01
3.125000e+00 9.999901e-01 1.659189e-02
3.250000e+00 9.999957e-01 -1.081951e-01
3.375000e+00 9.999982e-01 -2.312938e-01
3.500000e+00 9.999993e-01 -3.507832e-01
3.625000e+00 9.999997e-01 -4.647988e-01
