# x g ann dg ann_dg ddg ann_ddg ann_antiderivative
0.575 -0.215207 -0.215233 -3.17994 -3.16974 13.4091 13.4276 0.105199
0.58 -0.230938 -0.230912 -3.112 -3.10173 13.7659 13.7767 0.104084
0.585 -0.246324 -0.246247 -3.04231 -3.032 14.107 14.1099 0.102891
0.59 -0.261358 -0.261229 -2.97096 -2.96065 14.432 14.427 0.101622
0.595 -0.276031 -0.275851 -2.89802 -2.88776 14.741 14.7279 0.100279
0.6 -0.290336 -0.290105 -2.82357 -2.8134 15.0337 15.0124 0.098864
0.605 -0.304265 -0.303983 -2.74771 -2.73766 15.3101 15.2805 0.0973786
0.61 -0.317811 -0.317479 -2.6705 -2.66062 15.5699 15.5322 0.0958248
0.615 -0.330967 -0.330587 -2.59204 -2.58237 15.8132 15.7672 0.0942045
0.62 -0.343729 -0.343301 -2.5124 -2.50298 16.0399 15.9857 0.0925196
0.625 -0.35609 -0.355615 -2.43166 -2.42254 16.25 16.1876 0.0907722
0.63 -0.368044 -0.367525 -2.34992 -2.34113 16.4433 16.3729 0.0889641
0.635 -0.379587 -0.379025 -2.26726 -2.25884 16.6199 16.5416 0.0870976
0.64 -0.390715 -0.390112 -2.18375 -2.17574 16.7799 16.6938 0.0851746
0.645 -0.401424 -0.400781 -2.09949 -2.09193 16.9231 16.8295 0.0831972
0.65 -0.411709 -0.41103 -2.01455 -2.00747 17.0498 16.9488 0.0811675
0.655 -0.421568 -0.420855 -1.92902 -1.92247 17.1598 17.0518 0.0790876
0.66 -0.430998 -0.430254 -1.84298 -1.83698 17.2534 17.1385 0.0769596
0.665 -0.439997 -0.439224 -1.75651 -1.75111 17.3306 17.2092 0.0747858
0.67 -0.448563 -0.447764 -1.6697 -1.66492 17.3914 17.264 0.0725681
0.675 -0.456694 -0.455873 -1.58262 -1.57849 17.4361 17.3029 0.0703088
0.68 -0.464389 -0.463549 -1.49536 -1.49191 17.4648 17.3262 0.0680101
0.685 -0.471647 -0.470792 -1.408 -1.40526 17.4776 17.3342 0.0656741
0.69 -0.478469 -0.477601 -1.32061 -1.3186 17.4747 17.3268 0.0633029
0.695 -0.484853 -0.483978 -1.23328 -1.23201 17.4563 17.3045 0.0608988
0.7 -0.490802 -0.489922 -1.14608 -1.14558 17.4226 17.2674 0.0584638
0.705 -0.496315 -0.495434 -1.05908 -1.05936 17.3738 17.2157 0.0560003
0.71 -0.501393 -0.500516 -0.972363 -0.973445 17.3101 17.1498 0.0535102
0.715 -0.506039 -0.505169 -0.886002 -0.88789 17.2318 17.0698 0.0509958
0.72 -0.510254 -0.509396 -0.800069 -0.80277 17.1391 16.9761 0.0484592
0.725 -0.51404 -0.513198 -0.714635 -0.718152 17.0323 16.8689 0.0459026
0.73 -0.517401 -0.516578 -0.629769 -0.634103 16.9116 16.7485 0.043328
0.735 -0.520339 -0.51954 -0.545541 -0.550688 16.7774 16.6154 0.0407375
0.74 -0.522858 -0.522086 -0.462017 -0.46797 16.63 16.4696 0.0381333
0.745 -0.52496 -0.524221 -0.379263 -0.386012 16.4696 16.3117 0.0355173
0.75 -0.526652 -0.525948 -0.297342 -0.304873 16.2966 16.1419 0.0328917
0.755 -0.527935 -0.527271 -0.216317 -0.224612 16.1113 15.9606 0.0302585
0.76 -0.528816 -0.528195 -0.136249 -0.145285 15.914 15.7682 0.0276197
0.765 -0.5293 -0.528725 -0.0571964 -0.066948 15.7051 15.5649 0.0249772
0.77 -0.52939 -0.528866 0.0207836 0.0103465 15.485 15.3512 0.0223331
0.775 -0.529094 -0.528624 0.0976356 0.0865471 15.254 15.1274 0.0196892
0.78 -0.528416 -0.528003 0.173306 0.161604 15.0125 14.8939 0.0170475
0.785 -0.527363 -0.52701 0.247743 0.235471 14.7608 14.6511 0.0144098
0.79 -0.52594 -0.52565 0.320898 0.308101 14.4993 14.3994 0.011778
0.795 -0.524156 -0.523931 0.392721 0.379451 14.2285 14.1391 0.0091539
0.8 -0.522016 -0.521858 0.463167 0.449479 13.9486 13.8707 0.00653928
0.805 -0.519527 -0.519438 0.532193 0.518145 13.6602 13.5946 0.00393589
0.81 -0.516696 -0.516679 0.599756 0.585412 13.3636 13.3111 0.00134546
0.815 -0.513531 -0.513587 0.665816 0.651244 13.0592 13.0206 -0.00123034
0.82 -0.51004 -0.510169 0.730335 0.715607 12.7474 12.7236 -0.00378986
0.825 -0.506231 -0.506433 0.793278 0.778469 12.4286 12.4204 -0.0063315
0.83 -0.50211 -0.502387 0.854611 0.839801 12.1033 12.1114 -0.00885367
0.835 -0.497687 -0.498038 0.914301 0.899575 11.7718 11.7971 -0.0113549
0.84 -0.49297 -0.493394 0.972319 0.957764 11.4346 11.4778 -0.0138336
0.845 -0.487967 -0.488463 1.02864 1.01435 11.092 11.154 -0.0162883
0.85 -0.482687 -0.483253 1.08323 1.0693 10.7445 10.826 -0.0187177
0.855 -0.477138 -0.477772 1.13608 1.1226 10.3925 10.4942 -0.0211204
0.86 -0.471329 -0.47203 1.18715 1.17423 10.0365 10.159 -0.023495
0.865 -0.465269 -0.466033 1.23643 1.22418 9.67671 9.82081 -0.0258403
0.87 -0.458968 -0.459791 1.28391 1.27244 9.31368 9.48 -0.0281549
0.875 -0.452433 -0.453311 1.32957 1.31898 8.94779 9.13695 -0.0304378
0.88 -0.445675 -0.446604 1.37338 1.3638 8.57943 8.79202 -0.0326877
0.885 -0.438702 -0.439676 1.41536 1.4069 8.20901 8.4456 -0.0349034
0.89 -0.431524 -0.432538 1.45547 1.44826 7.83692 8.09804 -0.0370841
0.895 -0.424151 -0.425197 1.49372 1.48788 7.46356 7.7497 -0.0392285
0.9 -0.41659 -0.417662 1.53011 1.52575 7.08931 7.40094 -0.0413357
0.905 -0.408853 -0.409942 1.56462 1.56189 6.71456 7.05209 -0.0434048
0.91 -0.400947 -0.402046 1.59725 1.59627 6.33968 6.70351 -0.0454348
0.915 -0.392883 -0.393982 1.62801 1.62892 5.96505 6.35552 -0.047425
0.92 -0.38467 -0.385759 1.6569 1.65983 5.59103 6.00845 -0.0493744
0.925 -0.376317 -0.377387 1.68393 1.68901 5.21799 5.66262 -0.0512823
0.93 -0.367834 -0.368872 1.70909 1.71646 4.84628 5.31833 -0.053148
0.935 -0.35923 -0.360225 1.73239 1.7422 4.47625 4.9759 -0.0549708
0.94 -0.350513 -0.351453 1.75385 1.76622 4.10823 4.63561 -0.0567501
0.945 -0.341694 -0.342565 1.77348 1.78856 3.74257 4.29776 -0.0584852
0.95 -0.332782 -0.33357 1.79128 1.80921 3.37957 3.96262 -0.0601755
0.955 -0.323784 -0.324476 1.80728 1.82819 3.01958 3.63046 -0.0618207
0.96 -0.314712 -0.315291 1.82148 1.84552 2.66288 3.30155 -0.0634202
0.965 -0.305573 -0.306024 1.83391 1.86121 2.30978 2.97613 -0.0649735
0.97 -0.296376 -0.296682 1.84459 1.87528 1.96058 2.65445 -0.0664803
0.975 -0.28713 -0.287274 1.85353 1.88776 1.61556 2.33674 -0.0679402
0.98 -0.277843 -0.277807 1.86075 1.89866 1.27499 2.02323 -0.0693529
0.985 -0.268525 -0.26829 1.86628 1.908 0.939134 1.71414 -0.0707182
0.99 -0.259183 -0.25873 1.87015 1.91581 0.608253 1.40966 -0.0720357
0.995 -0.249826 -0.249134 1.87237 1.9221 0.282591 1.11 -0.0733054
1 -0.240462 -0.239511 1.87298 1.92691 -0.0376144 0.815341 -0.074527
